date,destination,bookings,searches,cancellations,adr,room_nights
2023-06-11,ISR,134,223,14,106.37,396.1
2023-06-12,ISR,100,135,10,102.23,265.39
2023-06-13,ISR,124,197,15,102.87,354.84
2023-06-14,ISR,125,246,15,101.23,346.48
2023-06-15,ISR,130,257,15,98.08,358.99
2023-06-16,ISR,109,157,12,99.16,302.8
2023-06-17,ISR,145,225,16,100.8,380.3
2023-06-18,ISR,131,184,15,104.13,345.14
2023-06-19,ISR,98,192,10,97.03,262.6
2023-06-20,ISR,138,270,14,97.65,345.8
2023-06-21,ISR,110,186,12,104.35,292.05
2023-06-22,ISR,142,215,16,102.03,412.03
2023-06-23,ISR,109,186,12,106.22,307.61
2023-06-24,ISR,120,237,14,103.43,316.07
2023-06-25,ISR,119,236,15,104.51,322.18
2023-06-26,ISR,92,176,11,98.72,272.19
2023-06-27,ISR,119,224,12,102.5,353.17
2023-06-28,ISR,106,143,11,102.15,296.63
2023-06-29,ISR,124,188,14,98.63,369.2
2023-06-30,ISR,126,211,14,101.9,346.54
2023-07-01,ISR,154,294,17,99.03,461.09
2023-07-02,ISR,207,279,21,102.69,602.52
2023-07-03,ISR,147,265,15,100.76,439.79
2023-07-04,ISR,141,239,15,103.13,415.68
2023-07-05,ISR,162,287,18,103.99,470.8
2023-07-06,ISR,190,309,22,105.52,501.72
2023-07-07,ISR,153,296,18,97.18,398.5
2023-07-08,ISR,134,262,14,104.56,372.53
2023-07-09,ISR,165,226,17,99.4,453.62
2023-07-10,ISR,139,274,14,105.68,374.32
2023-07-11,ISR,163,313,18,103.04,474.25
2023-07-12,ISR,143,274,16,105.92,408.56
2023-07-13,ISR,146,208,18,106.26,374.24
2023-07-14,ISR,160,248,17,98.29,440.84
2023-07-15,ISR,167,298,20,102.6,474.91
2023-07-16,ISR,169,317,18,100.12,500.03
2023-07-17,ISR,168,307,20,106.36,438.63
2023-07-18,ISR,164,308,17,103.99,443.61
2023-07-19,ISR,158,267,16,104.22,438.49
2023-07-20,ISR,177,338,19,102.57,515.86
2023-07-21,ISR,126,202,13,106.54,344.14
2023-07-22,ISR,126,179,15,102.92,351.26
2023-07-23,ISR,172,247,18,105.9,440.45
2023-07-24,ISR,162,231,17,103.61,452.68
2023-07-25,ISR,146,205,15,103.99,435.42
2023-07-26,ISR,136,247,14,98.11,384.17
2023-07-27,ISR,174,257,18,100.16,464.98
2023-07-28,ISR,128,242,15,106.64,328.28
2023-07-29,ISR,191,376,19,107.0,540.11
2023-07-30,ISR,168,226,18,106.93,441.27
2023-07-31,ISR,147,233,15,103.37,394.27
2023-08-01,ISR,148,226,15,99.08,423.07
2023-08-02,ISR,158,286,16,99.66,444.09
2023-08-03,ISR,197,283,22,104.93,511.51
2023-08-04,ISR,188,365,22,99.52,500.54
2023-08-05,ISR,204,327,21,98.72,513.66
2023-08-06,ISR,266,421,30,105.68,744.02
2023-08-07,ISR,161,227,17,101.16,468.98
2023-08-08,ISR,145,222,16,99.47,398.98
2023-08-09,ISR,172,313,21,101.93,493.95
2023-08-10,ISR,170,236,19,103.85,464.09
2023-08-11,ISR,140,221,14,106.14,362.31
2023-08-12,ISR,239,385,26,98.75,629.87
2023-08-13,ISR,190,306,19,106.22,477.83
2023-08-14,ISR,221,296,24,98.39,659.01
2023-08-15,ISR,208,363,21,104.3,623.88
2023-08-16,ISR,187,254,21,104.54,522.46
2023-08-17,ISR,146,210,15,97.06,395.75
2023-08-18,ISR,216,356,24,101.89,567.63
2023-08-19,ISR,231,390,23,104.13,663.29
2023-08-20,ISR,185,261,21,101.75,505.11
2023-08-21,ISR,145,212,15,99.59,380.27
2023-08-22,ISR,209,364,22,100.01,610.7
2023-08-23,ISR,172,262,18,102.88,515.37
2023-08-24,ISR,203,279,23,101.59,586.99
2023-08-25,ISR,199,355,22,97.97,521.86
2023-08-26,ISR,236,369,27,99.23,638.64
2023-08-27,ISR,241,335,29,98.86,672.11
2023-08-28,ISR,151,294,16,103.82,415.2
2023-08-29,ISR,155,246,17,99.31,464.47
2023-08-30,ISR,207,278,21,98.12,606.05
2023-08-31,ISR,210,288,22,103.2,538.96
2023-09-01,ISR,225,355,25,98.7,569.41
2023-09-02,ISR,245,337,27,104.88,626.64
2023-09-03,ISR,211,380,25,98.34,530.77
2023-09-04,ISR,242,361,25,102.85,696.64
2023-09-05,ISR,197,320,21,106.79,582.39
2023-09-06,ISR,180,302,19,98.62,484.34
2023-09-07,ISR,172,310,17,106.0,509.18
2023-09-08,ISR,189,312,22,106.4,487.48
2023-09-09,ISR,209,347,23,106.61,549.53
2023-09-10,ISR,273,402,33,97.5,812.59
2023-09-11,ISR,225,338,25,100.05,611.24
2023-09-12,ISR,230,391,26,98.3,669.8
2023-09-13,ISR,237,418,25,100.43,679.83
2023-09-14,ISR,205,287,23,106.41,523.56
2023-09-15,ISR,211,407,24,102.46,631.53
2023-09-16,ISR,237,438,25,105.9,661.86
2023-09-17,ISR,210,376,22,98.54,607.09
2023-09-18,ISR,173,269,21,104.01,476.71
2023-09-19,ISR,230,463,28,104.89,668.87
2023-09-20,ISR,201,275,21,97.26,521.59
2023-09-21,ISR,183,359,20,106.07,525.99
2023-09-22,ISR,181,244,19,101.94,502.92
2023-09-23,ISR,216,348,25,102.71,569.25
2023-09-24,ISR,212,369,26,97.57,547.65
2023-09-25,ISR,196,368,23,99.69,490.6
2023-09-26,ISR,201,326,21,98.36,570.37
2023-09-27,ISR,167,305,19,104.3,441.2
2023-09-28,ISR,171,243,20,103.63,450.63
2023-09-29,ISR,176,285,18,98.07,460.92
2023-09-30,ISR,246,358,28,97.82,672.13
2023-10-01,ISR,208,295,24,104.49,563.16
2023-10-02,ISR,192,303,23,106.78,541.2
2023-10-03,ISR,219,304,25,99.39,576.74
2023-10-04,ISR,208,292,25,105.17,623.21
2023-10-05,ISR,210,326,25,99.62,532.28
2023-10-06,ISR,271,417,29,105.84,681.94
2023-10-07,ISR,81,233,49,89.84,227.45
2023-10-08,ISR,65,150,41,90.52,170.8
2023-10-09,ISR,62,143,38,83.9,168.49
2023-10-10,ISR,55,131,42,84.35,140.23
2023-10-11,ISR,74,178,55,92.08,198.98
2023-10-12,ISR,76,213,56,91.99,200.2
2023-10-13,ISR,58,129,40,86.45,147.22
2023-10-14,ISR,82,173,55,92.12,212.14
2023-10-15,ISR,68,172,46,93.72,184.49
2023-10-16,ISR,50,104,29,92.47,137.15
2023-10-17,ISR,71,154,41,92.32,204.73
2023-10-18,ISR,69,160,50,95.16,187.74
2023-10-19,ISR,62,129,35,93.12,156.32
2023-10-20,ISR,77,151,44,93.55,228.33
2023-10-21,ISR,79,226,56,89.88,203.94
2023-10-22,ISR,144,320,54,93.69,426.9
2023-10-23,ISR,110,225,39,90.2,276.51
2023-10-24,ISR,87,214,32,94.87,256.73
2023-10-25,ISR,95,182,28,93.75,266.29
2023-10-26,ISR,94,152,30,89.98,275.66
2023-10-27,ISR,93,190,32,92.38,237.76
2023-10-28,ISR,155,257,46,96.48,389.85
2023-10-29,ISR,117,209,39,98.73,292.75
2023-10-30,ISR,108,196,37,98.61,304.41
2023-10-31,ISR,115,194,40,90.42,320.26
2023-11-01,ISR,106,189,34,98.07,296.45
2023-11-02,ISR,132,266,36,98.69,394.19
2023-11-03,ISR,102,230,29,97.46,282.78
2023-11-04,ISR,125,235,39,94.07,329.52
2023-11-05,ISR,112,239,33,98.81,294.44
2023-11-06,ISR,113,181,37,96.31,319.65
2023-11-07,ISR,112,219,35,96.91,330.41
2023-11-08,ISR,114,263,34,94.98,306.97
2023-11-09,ISR,89,139,22,95.16,240.22
2023-11-10,ISR,120,198,36,101.69,337.16
2023-11-11,ISR,119,254,35,93.95,312.57
2023-11-12,ISR,141,306,36,98.65,406.83
2023-11-13,ISR,132,294,38,97.4,344.98
2023-11-14,ISR,124,198,38,102.43,346.35
2023-11-15,ISR,126,243,32,102.71,320.31
2023-11-16,ISR,117,217,35,99.13,305.97
2023-11-17,ISR,128,212,37,94.82,336.93
2023-11-18,ISR,115,203,34,94.24,299.75
2023-11-19,ISR,158,319,44,93.52,446.5
2023-11-20,ISR,124,220,35,96.93,324.26
2023-11-21,ISR,117,217,31,102.37,327.33
2023-11-22,ISR,150,252,37,99.73,429.74
2023-11-23,ISR,112,214,32,94.71,289.44
2023-11-24,ISR,144,311,38,100.65,405.98
2023-11-25,ISR,132,288,35,103.35,382.38
2023-11-26,ISR,129,204,30,95.24,369.56
2023-11-27,ISR,115,227,31,101.83,334.96
2023-11-28,ISR,154,311,42,95.36,447.31
2023-11-29,ISR,145,240,37,102.99,375.22
2023-11-30,ISR,101,204,22,101.67,276.53
2023-12-01,ISR,123,206,26,102.31,354.12
2023-12-02,ISR,124,208,31,102.1,347.77
2023-12-03,ISR,112,207,23,96.59,285.63
2023-12-04,ISR,116,194,27,101.37,327.6
2023-12-05,ISR,153,326,33,95.04,451.29
2023-12-06,ISR,93,153,22,97.95,275.03
2023-12-07,ISR,133,206,28,104.73,347.87
2023-12-08,ISR,135,263,27,98.3,380.38
2023-12-09,ISR,172,340,36,98.71,502.83
2023-12-10,ISR,190,297,39,100.49,535.02
2023-12-11,ISR,115,231,25,100.96,319.41
2023-12-12,ISR,116,247,24,104.29,320.14
2023-12-13,ISR,136,238,31,101.21,364.05
2023-12-14,ISR,150,218,30,101.78,429.99
2023-12-15,ISR,103,174,20,99.73,298.89
2023-12-16,ISR,125,193,28,99.0,372.58
2023-12-17,ISR,142,230,28,103.23,416.31
2023-12-18,ISR,150,281,32,99.91,378.89
2023-12-19,ISR,147,243,27,98.81,423.79
2023-12-20,ISR,128,212,22,97.38,346.11
2023-12-21,ISR,121,222,22,103.75,327.54
2023-12-22,ISR,111,231,23,99.09,296.94
2023-12-23,ISR,185,386,36,96.85,551.11
2023-12-24,ISR,155,279,28,102.72,400.33
2023-12-25,ISR,123,249,21,100.42,348.58
2023-12-26,ISR,135,273,24,104.41,372.1
2023-12-27,ISR,155,259,26,105.71,449.57
2023-12-28,ISR,134,204,26,98.77,396.36
2023-12-29,ISR,182,330,30,99.06,513.55
2023-12-30,ISR,209,419,36,105.39,584.44
2023-12-31,ISR,210,362,32,101.95,574.18
2024-01-01,ISR,131,205,21,100.75,340.64
2024-01-02,ISR,123,181,19,101.44,310.19
2024-01-03,ISR,154,216,24,99.65,457.11
2024-01-04,ISR,133,228,23,105.78,356.16
2024-01-05,ISR,149,219,26,102.93,436.33
2024-01-06,ISR,126,224,16,103.33,370.79
2024-01-07,ISR,144,230,21,101.53,406.9
2024-01-08,ISR,130,211,18,98.4,350.73
2024-01-09,ISR,145,279,22,103.35,385.3
2024-01-10,ISR,120,228,18,98.25,310.69
2024-01-11,ISR,150,289,20,105.74,429.2
2024-01-12,ISR,140,219,18,104.15,398.33
2024-01-13,ISR,162,246,23,100.65,414.46
2024-01-14,ISR,155,277,19,107.07,403.83
2024-01-15,ISR,152,269,23,106.86,445.39
2024-01-16,ISR,120,215,18,105.6,350.75
2024-01-17,ISR,122,191,15,104.7,321.9
2024-01-18,ISR,132,224,20,96.91,391.99
2024-01-19,ISR,111,229,17,101.37,315.87
2024-01-20,ISR,140,233,19,101.25,369.72
2024-01-21,ISR,113,200,16,103.35,318.51
2024-01-22,ISR,128,239,17,99.11,355.49
2024-01-23,ISR,98,199,15,102.07,265.02
2024-01-24,ISR,109,196,15,97.62,284.15
2024-01-25,ISR,106,157,16,105.01,283.32
2024-01-26,ISR,123,183,19,107.0,332.75
2024-01-27,ISR,181,359,25,100.63,493.06
2024-01-28,ISR,136,204,17,106.29,374.02
2024-01-29,ISR,104,148,14,103.34,274.62
2024-01-30,ISR,130,224,18,101.57,363.33
2024-01-31,ISR,102,168,13,103.97,281.96
2024-02-01,ISR,111,205,16,97.66,318.81
2024-02-02,ISR,124,200,18,105.51,331.43
2024-02-03,ISR,150,238,21,100.64,439.95
2024-02-04,ISR,104,161,13,100.77,302.0
2024-02-05,ISR,131,233,20,106.97,362.27
2024-02-06,ISR,116,218,16,103.17,328.14
2024-02-07,ISR,115,221,17,101.8,295.26
2024-02-08,ISR,91,165,14,103.74,271.48
2024-02-09,ISR,85,160,11,100.67,232.03
2024-02-10,ISR,117,180,16,102.41,307.03
2024-02-11,ISR,126,240,16,100.41,355.23
2024-02-12,ISR,127,227,17,99.95,325.73
2024-02-13,ISR,107,203,14,100.2,283.13
2024-02-14,ISR,91,133,11,102.51,230.41
2024-02-15,ISR,84,119,11,105.33,219.48
2024-02-16,ISR,111,177,15,103.05,320.57
2024-02-17,ISR,111,171,14,106.91,294.14
2024-02-18,ISR,147,279,21,104.03,419.68
2024-02-19,ISR,83,148,11,97.62,224.62
2024-02-20,ISR,86,164,12,102.81,252.36
2024-02-21,ISR,124,232,18,105.68,362.08
2024-02-22,ISR,98,145,15,104.82,286.06
2024-02-23,ISR,94,174,14,106.01,248.39
2024-02-24,ISR,96,153,13,104.71,282.81
2024-02-25,ISR,123,193,17,106.95,361.36
2024-02-26,ISR,97,191,14,103.87,246.65
2024-02-27,ISR,117,169,15,105.38,338.83
2024-02-28,ISR,103,147,14,100.99,304.13
2024-02-29,ISR,105,195,15,99.6,292.07
2024-03-01,ISR,90,183,12,105.4,245.24
2024-03-02,ISR,76,141,10,102.57,199.24
2024-03-03,ISR,105,174,14,105.83,281.47
2024-03-04,ISR,73,139,10,103.69,200.71
2024-03-05,ISR,78,115,10,106.43,215.36
2024-03-06,ISR,70,140,9,102.26,186.8
2024-03-07,ISR,77,146,10,99.18,229.83
2024-03-08,ISR,92,131,14,102.95,234.69
2024-03-09,ISR,106,187,16,98.01,315.08
2024-03-10,ISR,93,189,14,102.64,258.7
2024-03-11,ISR,93,144,14,104.41,233.38
2024-03-12,ISR,82,160,12,99.04,239.3
2024-03-13,ISR,96,195,14,99.16,278.34
2024-03-14,ISR,79,149,10,102.23,228.07
2024-03-15,ISR,92,164,13,104.04,252.75
2024-03-16,ISR,106,159,15,96.99,301.43
2024-03-17,ISR,90,147,11,101.83,244.12
2024-03-18,ISR,81,119,10,105.99,232.34
2024-03-19,ISR,91,154,13,98.2,248.32
2024-03-20,ISR,102,207,13,100.1,270.22
2024-03-21,ISR,93,185,13,104.27,245.83
2024-03-22,ISR,88,122,12,103.97,237.83
2024-03-23,ISR,94,149,12,98.78,256.85
2024-03-24,ISR,94,138,12,98.75,274.86
2024-03-25,ISR,88,152,14,97.57,256.54
2024-03-26,ISR,64,128,9,100.1,171.6
2024-03-27,ISR,78,146,12,105.0,198.28
2024-03-28,ISR,77,118,10,97.36,206.37
2024-03-29,ISR,81,160,12,103.07,229.97
2024-03-30,ISR,119,190,15,99.46,327.39
2024-03-31,ISR,79,110,12,100.44,214.05
2024-04-01,ISR,83,154,11,106.78,239.76
2024-04-02,ISR,90,124,13,99.0,256.37
2024-04-03,ISR,65,115,8,101.61,179.49
2024-04-04,ISR,61,107,9,103.61,153.29
2024-04-05,ISR,79,118,11,100.23,233.59
2024-04-06,ISR,89,181,12,102.32,223.97
2024-04-07,ISR,103,159,13,97.66,285.57
2024-04-08,ISR,83,158,12,99.77,231.48
2024-04-09,ISR,82,129,10,104.39,243.66
2024-04-10,ISR,67,127,10,102.53,168.85
2024-04-11,ISR,95,155,13,101.52,279.12
2024-04-12,ISR,84,138,11,97.79,210.9
2024-04-13,ISR,94,144,13,99.77,256.72
2024-04-14,ISR,69,130,9,97.03,180.1
2024-04-15,ISR,64,92,10,103.25,161.92
2024-04-16,ISR,82,142,10,99.19,243.09
2024-04-17,ISR,72,100,9,101.01,213.21
2024-04-18,ISR,87,148,12,97.36,242.94
2024-04-19,ISR,83,143,11,104.43,208.54
2024-04-20,ISR,74,147,11,98.35,219.62
2024-04-21,ISR,78,157,12,105.89,201.81
2024-04-22,ISR,90,143,13,101.44,250.38
2024-04-23,ISR,70,105,9,102.81,205.26
2024-04-24,ISR,74,130,10,105.54,198.56
2024-04-25,ISR,63,110,8,97.37,172.26
2024-04-26,ISR,58,83,8,105.05,163.21
2024-04-27,ISR,112,224,15,103.18,307.57
2024-04-28,ISR,98,185,13,100.42,283.29
2024-04-29,ISR,91,154,13,103.39,248.38
2024-04-30,ISR,76,151,10,98.4,194.05
2024-05-01,ISR,63,91,9,99.58,170.28
2024-05-02,ISR,76,136,11,97.96,215.38
2024-05-03,ISR,91,137,12,103.67,244.4
2024-05-04,ISR,99,195,14,99.96,288.68
2024-05-05,ISR,92,175,13,97.49,261.8
2024-05-06,ISR,76,126,9,103.4,200.22
2024-05-07,ISR,75,115,10,101.59,210.91
2024-05-08,ISR,80,123,12,104.78,204.93
2024-05-09,ISR,93,181,14,105.39,234.52
2024-05-10,ISR,89,153,12,102.37,232.86
2024-05-11,ISR,121,224,19,101.84,327.34
2024-05-12,ISR,85,118,12,99.77,214.59
2024-05-13,ISR,94,133,13,106.6,256.97
2024-05-14,ISR,79,143,10,105.59,208.93
2024-05-15,ISR,80,138,11,97.6,213.89
2024-05-16,ISR,78,128,10,101.85,222.88
2024-05-17,ISR,100,180,15,99.8,296.94
2024-05-18,ISR,116,206,16,105.69,321.42
2024-05-19,ISR,89,168,13,106.87,257.53
2024-05-20,ISR,87,157,11,99.19,217.78
2024-05-21,ISR,91,151,12,100.32,240.79
2024-05-22,ISR,74,134,11,100.32,214.06
2024-05-23,ISR,84,159,12,96.99,212.89
2024-05-24,ISR,81,154,10,98.5,234.81
2024-05-25,ISR,96,133,15,103.26,278.24
2024-05-26,ISR,103,151,14,104.31,291.37
2024-05-27,ISR,87,168,13,107.01,259.17
2024-05-28,ISR,89,159,13,96.99,227.06
2024-05-29,ISR,74,144,10,99.53,199.57
2024-05-30,ISR,92,177,14,102.8,256.93
2024-05-31,ISR,76,110,10,97.86,193.99
2024-06-01,ISR,115,206,16,102.9,339.47
2024-06-02,ISR,129,212,19,97.17,369.54
2024-06-03,ISR,104,153,13,104.28,307.04
2024-06-04,ISR,113,190,17,106.69,290.83
2024-06-05,ISR,95,143,14,103.64,283.51
2024-06-06,ISR,105,180,16,97.01,314.43
2024-06-07,ISR,106,194,16,102.63,300.13
2024-06-08,ISR,103,185,15,99.86,301.22
2024-06-09,ISR,115,171,17,104.11,334.78
2024-06-10,ISR,120,213,18,99.15,301.74
2024-06-11,ISR,106,158,13,97.38,267.39
2024-06-12,ISR,107,159,14,97.81,280.0
2024-06-13,ISR,121,208,18,106.78,356.0
2024-06-14,ISR,109,224,16,99.9,303.26
2024-06-15,ISR,130,261,20,106.91,340.03
2024-06-16,ISR,125,250,18,100.01,354.66
2024-06-17,ISR,102,207,16,106.84,258.17
2024-06-18,ISR,84,117,12,104.83,240.48
2024-06-19,ISR,97,173,12,97.7,283.03
2024-06-20,ISR,91,161,14,106.98,229.77
2024-06-21,ISR,100,172,13,104.19,276.98
2024-06-22,ISR,136,230,20,100.61,351.89
2024-06-23,ISR,119,207,18,102.66,350.36
2024-06-24,ISR,86,123,13,97.47,220.06
2024-06-25,ISR,102,191,13,102.16,275.08
2024-06-26,ISR,122,195,17,99.1,356.67
2024-06-27,ISR,106,210,16,106.06,317.91
2024-06-28,ISR,108,187,17,105.84,283.0
2024-06-29,ISR,108,220,15,99.4,285.79
2024-06-30,ISR,123,218,17,97.91,312.11
2024-07-01,ISR,127,200,18,97.64,377.44
2024-07-02,ISR,101,187,13,98.72,273.55
2024-07-03,ISR,117,175,18,99.92,338.99
2024-07-04,ISR,113,199,15,106.11,285.37
2024-07-05,ISR,124,241,18,101.68,354.83
2024-07-06,ISR,139,279,18,98.96,347.54
2024-07-07,ISR,132,211,16,99.84,330.92
2024-07-08,ISR,98,191,14,106.15,265.06
2024-07-09,ISR,112,211,14,105.45,329.41
2024-07-10,ISR,149,203,20,103.46,405.25
2024-07-11,ISR,133,194,17,103.24,375.89
2024-07-12,ISR,139,204,21,101.09,371.81
2024-07-13,ISR,117,190,18,106.68,340.03
2024-07-14,ISR,131,247,19,101.23,372.8
2024-07-15,ISR,145,224,22,97.16,411.83
2024-07-16,ISR,109,216,14,107.02,295.14
2024-07-17,ISR,106,176,15,100.47,299.13
2024-07-18,ISR,145,264,21,100.17,413.54
2024-07-19,ISR,120,230,17,106.52,307.96
2024-07-20,ISR,153,267,24,103.08,446.03
2024-07-21,ISR,140,224,21,105.48,363.89
2024-07-22,ISR,133,246,17,99.25,382.96
2024-07-23,ISR,161,323,21,105.67,456.11
2024-07-24,ISR,113,213,17,106.37,329.09
2024-07-25,ISR,130,183,19,104.58,368.99
2024-07-26,ISR,138,286,21,103.09,386.97
2024-07-27,ISR,120,238,17,100.12,320.77
2024-07-28,ISR,143,211,19,97.68,397.26
2024-07-29,ISR,152,240,19,99.97,426.84
2024-07-30,ISR,142,224,19,100.33,413.2
2024-07-31,ISR,102,181,16,106.42,266.47
2024-08-01,ISR,139,219,18,97.41,404.83
2024-08-02,ISR,141,242,21,103.87,416.74
2024-08-03,ISR,140,192,19,97.79,387.49
2024-08-04,ISR,165,263,22,103.79,441.45
2024-08-05,ISR,196,271,27,102.81,550.78
2024-08-06,ISR,135,196,18,97.47,357.58
2024-08-07,ISR,172,300,22,103.29,474.88
2024-08-08,ISR,152,311,23,99.14,410.14
2024-08-09,ISR,132,183,17,97.11,347.81
2024-08-10,ISR,151,246,19,104.58,437.57
2024-08-11,ISR,223,452,33,98.86,650.87
2024-08-12,ISR,146,211,22,100.01,399.68
2024-08-13,ISR,125,218,18,103.28,369.76
2024-08-14,ISR,130,181,20,101.78,372.93
2024-08-15,ISR,151,238,19,104.81,416.22
2024-08-16,ISR,174,333,22,106.53,457.24
2024-08-17,ISR,190,354,26,97.31,508.68
2024-08-18,ISR,149,281,21,102.38,422.85
2024-08-19,ISR,181,364,24,102.71,485.09
2024-08-20,ISR,168,283,25,104.23,461.29
2024-08-21,ISR,152,255,23,105.0,440.91
2024-08-22,ISR,135,197,18,105.78,390.17
2024-08-23,ISR,170,260,24,102.14,444.37
2024-08-24,ISR,181,374,27,102.27,537.23
2024-08-25,ISR,189,333,26,98.98,481.88
2024-08-26,ISR,168,245,23,102.56,496.26
2024-08-27,ISR,153,246,19,103.59,431.42
2024-08-28,ISR,166,270,21,99.26,457.53
2024-08-29,ISR,176,263,27,99.25,466.59
2024-08-30,ISR,181,262,25,105.09,498.92
2024-08-31,ISR,181,288,27,103.48,463.29
2024-09-01,ISR,239,411,30,97.33,674.39
2024-09-02,ISR,154,302,24,103.34,419.58
2024-09-03,ISR,154,242,22,102.05,455.91
2024-09-04,ISR,157,318,21,100.77,434.17
2024-09-05,ISR,177,263,25,106.8,514.89
2024-09-06,ISR,212,385,31,103.6,576.73
2024-09-07,ISR,206,375,27,98.88,601.64
2024-09-08,ISR,212,366,31,106.22,538.14
2024-09-09,ISR,180,305,24,101.17,521.49
2024-09-10,ISR,174,303,23,106.32,462.65
2024-09-11,ISR,150,224,23,107.05,402.13
2024-09-12,ISR,158,293,23,101.96,455.71
2024-09-13,ISR,168,322,25,103.0,497.92
2024-09-14,ISR,228,451,33,102.22,610.61
2024-09-15,ISR,172,295,24,102.56,486.06
2024-09-16,ISR,171,310,25,105.65,451.1
2024-09-17,ISR,188,339,28,96.93,525.92
2024-09-18,ISR,184,306,24,103.88,490.89
2024-09-19,ISR,164,262,24,105.45,449.64
2024-09-20,ISR,183,286,25,101.13,509.0
2024-09-21,ISR,167,248,23,97.39,466.22
2024-09-22,ISR,185,323,27,105.57,521.08
2024-09-23,ISR,171,262,22,97.87,435.9
2024-09-24,ISR,166,235,26,105.61,495.65
2024-09-25,ISR,214,304,33,102.29,619.3
2024-09-26,ISR,136,276,21,97.52,346.81
2024-09-27,ISR,160,280,24,97.31,401.75
2024-09-28,ISR,263,489,35,100.84,708.51
2024-09-29,ISR,177,340,26,101.57,449.29
2024-09-30,ISR,183,361,27,102.05,516.83
2024-10-01,ISR,199,320,29,102.32,514.61
2024-10-02,ISR,196,358,27,104.64,490.55
2024-10-03,ISR,179,291,24,98.66,477.42
2024-10-04,ISR,186,279,26,105.02,524.5
2024-10-05,ISR,177,315,27,105.94,450.0
2024-10-06,ISR,264,494,37,99.36,696.83
2024-10-07,ISR,206,298,26,106.43,602.01
2024-10-08,ISR,153,307,20,99.79,389.17
2024-10-09,ISR,193,382,29,103.87,513.91
2024-10-10,ISR,205,334,28,102.01,542.33
2024-10-11,ISR,206,402,29,98.4,515.72
2024-10-12,ISR,193,290,29,106.54,554.69
2024-10-13,ISR,214,418,33,107.09,589.74
2024-10-14,ISR,145,228,20,106.85,362.75
2024-10-15,ISR,208,349,27,104.35,597.52
2024-10-16,ISR,205,397,31,104.61,550.24
2024-10-17,ISR,146,241,22,97.87,365.3
2024-10-18,ISR,167,294,26,101.82,453.03
2024-10-19,ISR,182,360,23,101.45,510.66
2024-10-20,ISR,243,484,32,105.96,722.56
2024-10-21,ISR,154,242,22,99.91,461.42
2024-10-22,ISR,163,268,22,106.33,443.37
2024-10-23,ISR,178,362,26,104.74,487.19
2024-10-24,ISR,198,277,30,103.7,537.75
2024-10-25,ISR,220,411,31,100.37,607.12
2024-10-26,ISR,183,338,28,102.42,468.7
2024-10-27,ISR,182,348,23,102.91,483.94
2024-10-28,ISR,228,323,30,97.53,620.5
2024-10-29,ISR,164,284,23,97.34,446.32
2024-10-30,ISR,180,258,23,99.49,464.13
2024-10-31,ISR,204,411,30,101.27,574.86
2024-11-01,ISR,185,342,28,101.51,494.89
2024-11-02,ISR,222,440,33,98.98,597.2
2024-11-03,ISR,190,282,27,104.95,525.24
2024-11-04,ISR,189,271,27,104.34,546.77
2024-11-05,ISR,179,262,23,98.97,517.41
2024-11-06,ISR,158,216,20,101.61,455.51
2024-11-07,ISR,157,301,22,104.2,410.56
2024-11-08,ISR,181,272,23,98.99,522.49
2024-11-09,ISR,175,300,25,103.1,491.6
2024-11-10,ISR,222,436,31,103.2,584.63
2024-11-11,ISR,146,271,20,103.06,391.29
2024-11-12,ISR,141,243,21,99.45,356.22
2024-11-13,ISR,194,315,24,102.97,509.26
2024-11-14,ISR,190,389,28,102.05,560.97
2024-11-15,ISR,180,368,27,100.15,470.41
2024-11-16,ISR,180,252,27,103.02,465.17
2024-11-17,ISR,204,344,31,100.07,595.26
2024-11-18,ISR,183,268,26,99.9,463.09
2024-11-19,ISR,179,303,28,105.34,468.31
2024-11-20,ISR,170,321,21,102.35,431.19
2024-11-21,ISR,186,296,27,99.28,489.67
2024-11-22,ISR,188,288,27,98.94,496.79
2024-11-23,ISR,218,402,32,99.14,546.0
2024-11-24,ISR,165,245,22,104.52,464.14
2024-11-25,ISR,193,343,26,99.41,548.02
2024-11-26,ISR,153,236,21,104.58,397.09
2024-11-27,ISR,181,335,25,104.51,503.61
2024-11-28,ISR,161,222,22,97.24,421.38
2024-11-29,ISR,169,293,26,105.76,492.27
2024-11-30,ISR,220,312,31,100.91,568.85
2024-12-01,ISR,172,292,25,106.3,443.94
2024-12-02,ISR,167,235,26,105.96,426.16
2024-12-03,ISR,207,323,28,97.42,581.55
2024-12-04,ISR,198,312,29,99.8,564.43
2024-12-05,ISR,130,209,18,104.68,381.27
2024-12-06,ISR,155,308,21,104.48,427.96
2024-12-07,ISR,183,299,24,100.7,489.24
2024-12-08,ISR,175,285,22,103.56,438.64
2024-12-09,ISR,144,259,20,103.02,402.01
2024-12-10,ISR,195,396,29,97.71,581.23
2024-12-11,ISR,173,313,23,104.61,508.43
2024-12-12,ISR,157,282,21,104.28,393.83
2024-12-13,ISR,171,275,22,105.26,439.63
2024-12-14,ISR,211,415,32,102.31,577.7
2024-12-15,ISR,191,308,26,100.7,523.39
2024-12-16,ISR,164,289,22,99.52,439.02
2024-12-17,ISR,196,303,30,105.66,580.21
2024-12-18,ISR,153,273,21,103.55,413.24
2024-12-19,ISR,146,296,20,105.1,408.88
2024-12-20,ISR,180,302,24,103.77,515.4
