date,origin_country,destination_id,visa_applications,visa_issued,visa_rejected,visa_type,processing_days
2022-06-08,DEU,THA,659,616,43,Family,10.4
2022-06-08,AUS,ARE,538,403,135,Family,3.2
2022-06-08,JPN,SAU,714,565,149,Tourist,25.6
2022-06-08,CHN,MDA,210,192,18,Family,25.5
2022-06-08,DEU,SAU,94,70,24,Family,6.6
2022-06-08,JPN,UKR,770,670,100,Tourist,20.6
2022-06-08,FRA,JOR,474,379,95,Tourist,3.3
2022-06-08,DEU,EGY,62,51,11,Business,12.6
2022-06-08,AUS,FRA,791,609,182,Business,26.7
2022-06-08,AUS,PRT,141,128,13,Tourist,16.1
2022-06-08,IND,ROU,315,280,35,Tourist,6.5
2022-06-09,JPN,JOR,547,410,137,Family,16.7
2022-06-09,CAN,POL,615,502,113,Tourist,19.7
2022-06-09,CAN,GBR,649,552,97,Transit,19.5
2022-06-09,NLD,THA,543,500,43,Business,25.4
2022-06-09,DEU,RUS,317,273,44,Family,23.6
2022-06-09,FRA,EGY,338,253,85,Tourist,13.5
2022-06-09,IND,UKR,643,569,74,Tourist,18.7
2022-06-09,DEU,MDA,182,164,18,Tourist,26.9
2022-06-09,IND,PRT,593,532,61,Tourist,12.6
2022-06-09,JPN,POL,463,347,116,Transit,21.0
2022-06-09,IND,THA,185,171,14,Business,19.6
2022-06-09,IND,PRT,685,637,48,Transit,9.4
2022-06-09,CHN,NLD,191,173,18,Tourist,9.9
2022-06-10,USA,GRC,85,75,10,Tourist,5.1
2022-06-10,GBR,PRT,616,516,100,Transit,22.1
2022-06-10,AUS,THA,83,63,20,Business,14.1
2022-06-10,AUS,GBR,455,386,69,Business,20.3
2022-06-10,DEU,RUS,646,621,25,Business,20.5
2022-06-10,CHN,THA,357,288,69,Family,18.3
2022-06-10,AUS,ROU,139,124,15,Tourist,24.8
2022-06-10,IND,UKR,752,610,142,Family,24.4
2022-06-10,CHN,ITA,539,470,69,Family,3.9
2022-06-11,AUS,LBN,396,333,63,Family,8.1
2022-06-11,DEU,JOR,156,117,39,Transit,3.2
2022-06-11,NLD,JOR,725,645,80,Business,14.4
2022-06-11,IND,GRC,106,86,20,Transit,27.9
2022-06-11,FRA,EGY,678,664,14,Transit,9.3
2022-06-11,CHN,ROU,455,429,26,Business,15.3
2022-06-11,DEU,LBN,611,598,13,Tourist,10.9
2022-06-11,AUS,ESP,751,714,37,Transit,15.6
2022-06-12,CAN,LBN,583,561,22,Tourist,14.6
2022-06-12,CHN,EGY,168,148,20,Business,11.1
2022-06-12,CHN,ITA,544,480,64,Family,26.8
2022-06-12,GBR,UKR,469,351,118,Transit,6.6
2022-06-12,USA,ARE,424,320,104,Transit,15.2
2022-06-12,DEU,ARE,573,529,44,Business,24.3
2022-06-12,AUS,ITA,81,73,8,Family,20.1
2022-06-13,CAN,ROU,112,108,4,Business,6.6
2022-06-13,CHN,FRA,321,265,56,Family,13.0
2022-06-13,DEU,FRA,386,330,56,Transit,13.1
2022-06-13,FRA,GBR,413,373,40,Tourist,7.3
2022-06-13,AUS,USA,591,489,102,Family,25.7
2022-06-13,USA,CYP,516,429,87,Tourist,3.6
2022-06-13,NLD,GRC,131,118,13,Tourist,26.7
2022-06-14,NLD,GBR,594,513,81,Tourist,20.7
2022-06-14,USA,ARE,544,480,64,Tourist,9.9
2022-06-14,JPN,GBR,716,626,90,Business,20.3
2022-06-14,CHN,JOR,111,89,22,Business,17.9
2022-06-14,JPN,ESP,82,73,9,Business,20.0
2022-06-14,JPN,MDA,751,654,97,Tourist,13.7
2022-06-14,CHN,POL,425,392,33,Transit,6.5
2022-06-15,DEU,PRT,343,274,69,Business,18.6
2022-06-15,FRA,TUR,93,91,2,Transit,21.9
2022-06-15,GBR,ESP,149,146,3,Family,19.2
2022-06-15,FRA,SAU,770,728,42,Tourist,16.0
2022-06-15,IND,ESP,770,577,193,Transit,23.3
2022-06-15,CHN,FRA,489,402,87,Tourist,19.6
2022-06-15,DEU,UKR,631,549,82,Tourist,17.2
2022-06-15,CHN,GBR,291,248,43,Tourist,27.7
2022-06-15,IND,ITA,597,498,99,Transit,23.2
2022-06-15,IND,EGY,419,314,105,Business,11.2
2022-06-16,NLD,ISR,28,24,4,Transit,17.4
2022-06-16,AUS,RUS,133,116,17,Tourist,23.7
2022-06-16,NLD,GRC,444,433,11,Business,26.9
2022-06-16,CHN,PRT,87,84,3,Business,11.1
2022-06-16,JPN,DEU,494,443,51,Business,25.7
2022-06-16,AUS,FRA,126,96,30,Tourist,17.1
2022-06-16,FRA,ROU,250,219,31,Tourist,6.5
2022-06-16,USA,PRT,512,447,65,Transit,5.8
2022-06-16,AUS,UKR,275,256,19,Family,6.1
2022-06-17,IND,TUR,502,462,40,Transit,18.7
2022-06-17,CAN,ARE,709,578,131,Business,24.6
2022-06-17,CAN,POL,448,336,112,Business,23.1
2022-06-17,AUS,ROU,119,109,10,Family,12.5
2022-06-17,JPN,ITA,344,309,35,Transit,9.6
2022-06-17,FRA,JOR,658,493,165,Transit,23.4
2022-06-17,GBR,FRA,274,248,26,Family,11.8
2022-06-17,GBR,LBN,135,104,31,Family,8.8
2022-06-17,DEU,FRA,286,271,15,Tourist,4.2
2022-06-17,NLD,ARE,361,347,14,Business,22.4
2022-06-17,CHN,TUR,22,19,3,Family,13.6
2022-06-17,IND,FRA,621,608,13,Tourist,26.6
2022-06-18,NLD,PRT,674,651,23,Family,7.4
2022-06-18,FRA,PRT,579,566,13,Family,17.4
2022-06-18,IND,TUR,265,253,12,Family,20.9
2022-06-18,NLD,GBR,40,35,5,Family,12.3
2022-06-18,JPN,EGY,103,99,4,Transit,23.2
2022-06-18,GBR,ROU,613,584,29,Family,5.0
2022-06-18,CAN,TUR,577,500,77,Family,11.0
2022-06-18,CAN,POL,616,497,119,Tourist,7.4
2022-06-19,GBR,TUR,481,382,99,Family,3.4
2022-06-19,JPN,THA,152,142,10,Tourist,19.5
2022-06-19,USA,THA,798,616,182,Transit,18.2
2022-06-19,USA,USA,724,642,82,Family,5.0
2022-06-19,USA,PRT,341,298,43,Tourist,25.3
2022-06-19,USA,RUS,729,626,103,Business,21.0
2022-06-19,NLD,UKR,480,437,43,Tourist,21.1
2022-06-19,AUS,TUR,492,463,29,Family,5.8
2022-06-20,CHN,TUR,621,541,80,Business,24.0
2022-06-20,CHN,ESP,777,631,146,Family,13.1
2022-06-20,GBR,LBN,675,581,94,Tourist,18.1
2022-06-21,CHN,PRT,338,320,18,Business,8.9
2022-06-21,CHN,CYP,332,249,83,Tourist,19.6
2022-06-21,NLD,GRC,194,168,26,Transit,27.5
2022-06-21,IND,LBN,766,574,192,Tourist,9.0
2022-06-21,NLD,ITA,526,482,44,Family,15.6
2022-06-21,CHN,FRA,715,646,69,Family,27.1
2022-06-22,CHN,USA,525,483,42,Tourist,11.9
2022-06-22,CAN,GBR,229,174,55,Tourist,5.6
2022-06-22,FRA,GRC,782,692,90,Tourist,25.7
2022-06-22,CHN,UKR,613,550,63,Family,9.0
2022-06-22,IND,ISR,590,463,127,Tourist,18.2
2022-06-22,NLD,SAU,30,29,1,Family,8.2
2022-06-22,CAN,PRT,785,709,76,Business,6.6
2022-06-22,AUS,USA,782,760,22,Business,20.9
2022-06-22,CHN,CYP,774,688,86,Family,24.2
2022-06-22,CHN,POL,519,504,15,Transit,15.8
2022-06-22,AUS,NLD,505,436,69,Tourist,3.8
2022-06-23,FRA,MDA,106,88,18,Tourist,7.2
2022-06-23,IND,GRC,403,367,36,Tourist,25.2
2022-06-23,DEU,SAU,511,427,84,Family,18.0
2022-06-23,AUS,ESP,167,136,31,Transit,6.3
2022-06-24,IND,UKR,432,383,49,Family,11.5
2022-06-24,DEU,MDA,171,131,40,Transit,19.2
2022-06-24,CAN,USA,472,361,111,Family,20.9
2022-06-24,USA,JOR,84,76,8,Business,22.1
2022-06-24,IND,ISR,520,495,25,Tourist,27.0
2022-06-24,AUS,PRT,155,149,6,Family,23.9
2022-06-24,FRA,TUR,501,466,35,Tourist,13.8
2022-06-25,IND,NLD,528,494,34,Tourist,26.7
2022-06-25,USA,DEU,579,510,69,Family,23.7
2022-06-25,JPN,RUS,618,490,128,Transit,12.2
2022-06-25,DEU,ROU,305,228,77,Business,27.1
2022-06-25,GBR,GBR,647,598,49,Family,3.8
2022-06-25,FRA,JOR,648,486,162,Tourist,25.0
2022-06-25,FRA,ARE,123,119,4,Tourist,16.7
2022-06-25,JPN,PRT,212,199,13,Transit,11.6
2022-06-25,FRA,JOR,723,583,140,Tourist,16.3
2022-06-26,FRA,GBR,301,274,27,Tourist,21.9
2022-06-26,USA,PRT,461,393,68,Tourist,26.7
2022-06-26,AUS,POL,210,179,31,Tourist,16.8
2022-06-26,USA,NLD,266,241,25,Tourist,12.1
2022-06-26,GBR,GRC,286,214,72,Family,16.7
2022-06-26,IND,FRA,727,681,46,Business,9.1
2022-06-26,USA,DEU,65,58,7,Transit,13.3
2022-06-26,CHN,TUR,776,760,16,Tourist,23.1
2022-06-26,GBR,RUS,33,28,5,Family,4.5
2022-06-26,GBR,ISR,192,174,18,Transit,22.9
2022-06-26,IND,ISR,526,470,56,Transit,12.1
2022-06-26,JPN,THA,365,349,16,Transit,4.6
2022-06-27,DEU,PRT,93,86,7,Business,14.4
2022-06-27,AUS,GBR,60,45,15,Family,24.4
2022-06-27,IND,ROU,114,106,8,Business,25.1
2022-06-27,CHN,JOR,512,468,44,Family,22.8
2022-06-27,FRA,ISR,722,544,178,Family,25.4
2022-06-27,FRA,GRC,462,413,49,Tourist,20.7
2022-06-27,CAN,THA,542,463,79,Tourist,15.4
2022-06-27,CAN,MDA,446,350,96,Tourist,4.2
2022-06-27,CHN,GRC,167,148,19,Transit,16.7
2022-06-27,AUS,PRT,393,336,57,Transit,19.3
2022-06-27,AUS,FRA,35,32,3,Transit,27.8
2022-06-27,GBR,JOR,130,117,13,Business,7.1
2022-06-28,FRA,EGY,100,89,11,Business,15.1
2022-06-28,FRA,USA,285,240,45,Business,25.6
2022-06-28,FRA,LBN,669,643,26,Transit,20.4
2022-06-28,USA,ISR,128,121,7,Business,10.8
2022-06-28,CAN,NLD,247,201,46,Tourist,15.3
2022-06-28,NLD,GBR,492,372,120,Family,23.7
2022-06-28,USA,DEU,655,548,107,Tourist,21.4
2022-06-29,FRA,GRC,569,470,99,Business,26.7
2022-06-29,GBR,ARE,21,18,3,Transit,6.2
2022-06-29,AUS,FRA,144,115,29,Business,12.6
2022-06-29,CHN,POL,390,292,98,Family,3.7
2022-06-29,CHN,TUR,399,367,32,Business,25.3
2022-06-29,DEU,GBR,448,336,112,Family,21.5
2022-06-30,DEU,ROU,510,459,51,Family,17.5
2022-06-30,GBR,ARE,209,177,32,Transit,20.2
2022-06-30,USA,DEU,765,664,101,Transit,14.6
2022-06-30,CHN,JOR,565,493,72,Transit,23.1
2022-06-30,CHN,TUR,262,238,24,Tourist,6.0
2022-06-30,CAN,SAU,334,317,17,Family,24.2
2022-06-30,FRA,POL,515,386,129,Business,6.3
2022-06-30,JPN,JOR,761,613,148,Tourist,16.6
2022-06-30,DEU,RUS,307,287,20,Tourist,27.3
2022-06-30,GBR,ROU,693,587,106,Tourist,3.8
2022-06-30,CAN,DEU,212,180,32,Family,4.4
2022-06-30,USA,JOR,296,258,38,Business,15.4
2022-07-01,USA,POL,360,280,80,Family,26.8
2022-07-01,CAN,SAU,80,63,17,Business,25.5
2022-07-01,USA,DEU,202,189,13,Business,10.2
2022-07-02,AUS,PRT,373,279,94,Tourist,22.0
2022-07-02,DEU,ISR,78,70,8,Business,14.6
2022-07-02,DEU,RUS,313,234,79,Tourist,8.3
2022-07-02,DEU,UKR,374,321,53,Business,25.4
2022-07-02,CAN,ISR,565,511,54,Transit,16.2
2022-07-02,AUS,PRT,256,225,31,Family,24.4
2022-07-02,AUS,TUR,304,275,29,Transit,15.0
2022-07-02,AUS,USA,165,161,4,Family,25.7
2022-07-02,DEU,LBN,796,597,199,Family,8.5
2022-07-02,IND,ISR,54,47,7,Family,10.2
2022-07-02,AUS,MDA,566,513,53,Transit,5.6
2022-07-02,CHN,ESP,595,529,66,Business,5.2
2022-07-02,GBR,USA,27,20,7,Family,8.3
2022-07-03,AUS,ARE,98,80,18,Business,15.1
2022-07-03,NLD,ROU,716,624,92,Business,26.6
2022-07-03,FRA,MDA,61,59,2,Tourist,19.0
2022-07-03,CHN,ITA,443,385,58,Family,14.9
2022-07-03,JPN,DEU,355,266,89,Transit,8.1
2022-07-03,IND,DEU,272,204,68,Transit,25.2
2022-07-03,CHN,SAU,147,129,18,Business,18.8
2022-07-03,AUS,ESP,217,175,42,Family,22.1
2022-07-03,CAN,EGY,276,254,22,Business,3.5
2022-07-03,USA,ARE,265,253,12,Business,25.2
2022-07-03,JPN,THA,626,600,26,Tourist,6.3
2022-07-03,CHN,GRC,505,415,90,Family,15.0
2022-07-04,IND,DEU,723,657,66,Tourist,6.6
2022-07-04,AUS,JOR,385,315,70,Business,4.0
2022-07-04,NLD,MDA,407,365,42,Transit,15.0
2022-07-04,CAN,USA,283,246,37,Transit,16.2
2022-07-04,CAN,JOR,107,90,17,Transit,13.6
2022-07-04,IND,SAU,180,137,43,Business,23.9
2022-07-04,CHN,USA,409,306,103,Transit,10.3
2022-07-04,JPN,ISR,739,554,185,Tourist,15.0
2022-07-04,USA,TUR,324,299,25,Business,19.6
2022-07-04,FRA,TUR,109,101,8,Family,19.8
2022-07-04,FRA,ITA,353,270,83,Transit,10.6
2022-07-05,GBR,THA,342,256,86,Transit,11.9
2022-07-05,IND,MDA,612,485,127,Transit,6.5
2022-07-05,USA,ITA,779,739,40,Transit,4.3
2022-07-05,JPN,USA,337,252,85,Family,6.0
2022-07-06,JPN,DEU,777,668,109,Transit,11.5
2022-07-06,IND,NLD,423,366,57,Business,14.8
2022-07-06,AUS,GBR,648,602,46,Family,16.7
2022-07-06,FRA,SAU,527,466,61,Family,17.1
2022-07-06,IND,JOR,430,392,38,Business,18.3
2022-07-06,AUS,RUS,706,583,123,Business,13.1
2022-07-06,JPN,POL,433,399,34,Transit,17.5
2022-07-06,CHN,USA,329,295,34,Tourist,13.8
2022-07-07,USA,USA,710,532,178,Tourist,22.5
2022-07-07,NLD,MDA,331,324,7,Business,13.7
2022-07-07,NLD,JOR,59,48,11,Tourist,6.3
2022-07-07,IND,DEU,516,387,129,Tourist,27.7
2022-07-07,GBR,JOR,119,112,7,Tourist,21.4
2022-07-07,DEU,POL,789,757,32,Business,17.3
2022-07-07,USA,NLD,423,331,92,Business,21.7
2022-07-07,GBR,THA,139,125,14,Transit,15.0
2022-07-07,DEU,NLD,137,126,11,Transit,18.1
2022-07-07,CHN,UKR,750,676,74,Family,4.1
2022-07-08,JPN,GRC,181,136,45,Transit,3.7
2022-07-08,AUS,EGY,160,120,40,Family,8.3
2022-07-08,FRA,MDA,494,384,110,Business,19.5
2022-07-08,FRA,LBN,71,56,15,Family,23.8
2022-07-08,FRA,JOR,271,234,37,Transit,8.2
2022-07-08,AUS,EGY,694,662,32,Transit,7.3
2022-07-09,GBR,UKR,659,507,152,Business,9.0
2022-07-09,USA,JOR,177,151,26,Transit,6.4
2022-07-09,IND,ITA,172,129,43,Business,11.2
2022-07-09,CHN,RUS,20,18,2,Family,23.7
2022-07-09,JPN,THA,308,258,50,Tourist,11.3
2022-07-10,JPN,THA,772,617,155,Family,20.1
2022-07-10,DEU,GBR,463,347,116,Business,27.2
2022-07-10,JPN,ESP,23,21,2,Transit,15.2
2022-07-10,FRA,JOR,29,21,8,Transit,25.4
2022-07-11,DEU,SAU,452,351,101,Business,24.2
2022-07-11,AUS,ISR,797,745,52,Transit,25.8
2022-07-11,USA,EGY,55,52,3,Tourist,18.0
2022-07-11,IND,ARE,764,670,94,Tourist,5.4
2022-07-11,CAN,CYP,30,22,8,Transit,12.3
2022-07-11,USA,TUR,304,230,74,Tourist,23.6
2022-07-11,DEU,THA,699,624,75,Family,19.0
2022-07-11,IND,UKR,671,552,119,Transit,16.3
2022-07-11,IND,ITA,243,213,30,Tourist,16.1
2022-07-11,AUS,GRC,116,87,29,Family,20.5
2022-07-11,AUS,POL,80,71,9,Business,23.3
2022-07-12,IND,ESP,228,213,15,Tourist,10.4
2022-07-12,IND,POL,239,180,59,Tourist,23.4
2022-07-12,GBR,POL,53,49,4,Transit,15.2
2022-07-12,NLD,THA,660,607,53,Transit,25.6
2022-07-12,DEU,THA,362,308,54,Business,3.1
2022-07-12,FRA,DEU,507,451,56,Transit,3.8
2022-07-13,GBR,CYP,484,435,49,Tourist,10.8
2022-07-13,IND,GRC,726,630,96,Transit,27.1
2022-07-13,NLD,GRC,674,505,169,Transit,5.1
2022-07-13,CAN,POL,392,294,98,Tourist,22.4
2022-07-13,AUS,ISR,649,605,44,Family,18.8
2022-07-13,CAN,ROU,719,687,32,Family,5.1
2022-07-14,AUS,SAU,616,464,152,Transit,20.8
2022-07-14,AUS,THA,564,423,141,Tourist,23.3
2022-07-14,JPN,NLD,554,463,91,Family,11.5
2022-07-14,JPN,ARE,267,230,37,Transit,8.0
2022-07-15,DEU,UKR,109,100,9,Business,27.7
2022-07-15,CAN,GBR,684,641,43,Family,8.1
2022-07-15,CHN,JOR,364,297,67,Transit,13.0
2022-07-15,JPN,JOR,283,233,50,Transit,19.0
2022-07-16,GBR,ROU,782,586,196,Family,17.3
2022-07-16,USA,JOR,591,563,28,Transit,8.0
2022-07-16,AUS,ARE,398,390,8,Business,6.8
2022-07-16,USA,UKR,39,34,5,Tourist,20.6
2022-07-17,CAN,FRA,794,725,69,Business,27.4
2022-07-17,GBR,PRT,339,255,84,Tourist,19.8
2022-07-17,CAN,NLD,643,577,66,Transit,12.4
2022-07-18,DEU,ROU,306,229,77,Tourist,14.6
2022-07-18,GBR,FRA,152,136,16,Tourist,16.5
2022-07-18,GBR,SAU,739,674,65,Business,23.9
2022-07-19,NLD,FRA,46,34,12,Business,27.6
2022-07-19,IND,POL,658,510,148,Transit,27.4
2022-07-19,FRA,ISR,109,99,10,Tourist,13.6
2022-07-19,CAN,PRT,379,284,95,Tourist,16.8
2022-07-19,GBR,UKR,764,573,191,Business,7.3
2022-07-19,GBR,POL,491,445,46,Family,10.0
2022-07-19,DEU,USA,228,193,35,Transit,21.5
2022-07-19,JPN,UKR,234,189,45,Tourist,15.2
2022-07-19,NLD,ITA,53,42,11,Family,23.9
2022-07-19,USA,ESP,571,428,143,Transit,10.2
2022-07-20,DEU,GRC,561,485,76,Transit,19.7
2022-07-20,CHN,ESP,499,459,40,Transit,6.9
2022-07-20,DEU,CYP,728,596,132,Tourist,17.4
2022-07-20,IND,MDA,137,122,15,Business,5.9
2022-07-20,NLD,FRA,449,431,18,Business,17.1
2022-07-20,NLD,SAU,571,509,62,Family,22.4
2022-07-21,FRA,TUR,370,277,93,Family,11.3
2022-07-21,FRA,ROU,459,414,45,Tourist,10.8
2022-07-21,NLD,CYP,668,602,66,Tourist,3.2
2022-07-21,AUS,FRA,20,18,2,Business,23.4
2022-07-21,USA,PRT,222,179,43,Transit,16.8
2022-07-21,CAN,RUS,520,472,48,Business,3.8
2022-07-21,JPN,ROU,645,556,89,Business,7.6
2022-07-21,USA,THA,412,378,34,Transit,3.1
2022-07-22,CHN,ISR,704,638,66,Transit,25.2
2022-07-22,FRA,FRA,418,371,47,Tourist,27.2
2022-07-22,USA,POL,287,271,16,Family,15.8
2022-07-22,CHN,PRT,59,56,3,Transit,10.9
2022-07-22,GBR,POL,693,590,103,Transit,8.9
2022-07-22,CAN,MDA,588,518,70,Business,14.4
2022-07-23,GBR,GRC,363,322,41,Transit,24.2
2022-07-23,CAN,CYP,225,203,22,Transit,21.2
2022-07-23,USA,ARE,34,25,9,Transit,22.7
2022-07-24,USA,DEU,189,175,14,Transit,7.8
2022-07-24,GBR,ARE,57,55,2,Family,25.5
2022-07-24,USA,ISR,104,86,18,Family,13.8
2022-07-24,DEU,THA,795,673,122,Business,11.7
2022-07-24,IND,ITA,752,617,135,Family,21.3
2022-07-24,AUS,ITA,146,139,7,Transit,22.3
2022-07-24,GBR,EGY,342,295,47,Business,13.5
2022-07-24,USA,RUS,577,540,37,Business,9.2
2022-07-24,FRA,UKR,223,210,13,Business,21.9
2022-07-24,FRA,EGY,120,106,14,Tourist,14.8
2022-07-24,GBR,LBN,307,265,42,Business,16.3
2022-07-24,CHN,ITA,470,452,18,Family,27.1
2022-07-25,AUS,ARE,221,193,28,Family,6.6
2022-07-25,FRA,MDA,142,106,36,Tourist,9.2
2022-07-25,DEU,CYP,692,540,152,Transit,7.3
2022-07-26,CHN,JOR,44,33,11,Business,14.7
2022-07-26,FRA,NLD,372,343,29,Family,24.2
2022-07-26,DEU,JOR,373,279,94,Transit,20.1
2022-07-26,CAN,GRC,747,709,38,Family,17.7
2022-07-26,GBR,ROU,732,557,175,Family,3.5
2022-07-26,CHN,RUS,200,171,29,Transit,14.7
2022-07-26,FRA,UKR,211,180,31,Transit,21.3
2022-07-26,GBR,FRA,558,506,52,Transit,9.0
2022-07-26,JPN,PRT,112,98,14,Family,16.0
2022-07-26,JPN,ROU,212,202,10,Tourist,27.6
2022-07-27,FRA,GBR,238,220,18,Business,14.1
2022-07-27,CAN,NLD,419,375,44,Transit,14.8
2022-07-27,CHN,POL,276,207,69,Tourist,10.9
2022-07-27,CAN,NLD,21,17,4,Tourist,8.9
2022-07-27,NLD,SAU,670,502,168,Tourist,18.7
2022-07-27,NLD,THA,376,340,36,Family,9.3
2022-07-27,IND,FRA,541,464,77,Transit,25.8
2022-07-27,NLD,ISR,528,470,58,Business,18.5
2022-07-28,FRA,THA,788,771,17,Tourist,22.5
2022-07-28,USA,NLD,463,440,23,Transit,4.4
2022-07-28,FRA,JOR,316,255,61,Business,9.7
2022-07-28,USA,ESP,529,495,34,Business,27.9
2022-07-29,CHN,GBR,443,384,59,Tourist,11.9
2022-07-29,NLD,GBR,140,120,20,Family,12.8
2022-07-29,CHN,ARE,531,520,11,Transit,24.3
2022-07-29,AUS,UKR,260,236,24,Tourist,12.9
2022-07-29,JPN,TUR,585,438,147,Transit,23.8
2022-07-29,CHN,ISR,762,662,100,Transit,12.4
2022-07-29,NLD,USA,122,111,11,Transit,3.8
2022-07-29,NLD,EGY,93,88,5,Business,25.8
2022-07-29,CAN,MDA,137,115,22,Business,22.4
2022-07-29,JPN,MDA,588,520,68,Transit,25.1
2022-07-29,IND,ARE,595,567,28,Transit,21.6
2022-07-29,NLD,ARE,235,198,37,Family,8.1
2022-07-30,FRA,LBN,226,208,18,Transit,20.7
2022-07-30,NLD,USA,647,582,65,Family,9.1
2022-07-30,AUS,JOR,443,376,67,Transit,8.5
2022-07-30,IND,UKR,744,603,141,Transit,4.6
2022-07-30,JPN,RUS,637,576,61,Family,17.9
2022-07-30,NLD,ISR,739,694,45,Transit,8.0
2022-07-30,DEU,DEU,374,357,17,Tourist,16.1
2022-07-30,DEU,RUS,368,314,54,Family,13.9
2022-07-31,CHN,JOR,778,664,114,Family,27.0
2022-07-31,CAN,FRA,293,261,32,Business,15.2
2022-07-31,IND,POL,297,281,16,Family,19.2
2022-07-31,GBR,TUR,298,289,9,Tourist,15.4
2022-07-31,JPN,ROU,383,357,26,Family,9.6
2022-07-31,CAN,GRC,357,293,64,Business,16.0
2022-07-31,CAN,EGY,791,724,67,Business,16.4
2022-07-31,AUS,MDA,144,132,12,Transit,18.7
2022-07-31,DEU,PRT,682,542,140,Tourist,6.4
2022-08-01,AUS,MDA,383,300,83,Tourist,28.0
2022-08-01,JPN,ARE,368,315,53,Business,21.3
2022-08-01,USA,GRC,433,401,32,Family,26.9
2022-08-01,CHN,LBN,551,536,15,Business,19.1
2022-08-01,AUS,GBR,36,33,3,Transit,6.2
2022-08-01,DEU,EGY,155,132,23,Transit,15.1
2022-08-01,CAN,ROU,508,387,121,Tourist,20.9
2022-08-01,AUS,FRA,559,493,66,Tourist,8.9
2022-08-01,CAN,CYP,458,380,78,Transit,4.8
2022-08-02,CAN,ITA,100,78,22,Business,15.6
2022-08-02,NLD,ISR,316,288,28,Family,10.4
2022-08-02,DEU,RUS,156,117,39,Transit,9.8
2022-08-02,NLD,JOR,262,249,13,Family,11.9
2022-08-02,CHN,ESP,631,579,52,Family,10.4
2022-08-02,NLD,POL,336,289,47,Tourist,21.3
2022-08-02,GBR,CYP,595,486,109,Tourist,18.3
2022-08-02,JPN,THA,46,41,5,Business,6.1
2022-08-02,USA,PRT,373,279,94,Tourist,22.3
2022-08-03,JPN,ARE,791,605,186,Tourist,4.2
2022-08-03,CAN,USA,540,439,101,Transit,18.4
2022-08-03,AUS,DEU,666,624,42,Business,7.9
2022-08-03,CAN,JOR,785,698,87,Family,14.3
2022-08-03,GBR,ARE,550,509,41,Tourist,8.2
2022-08-04,GBR,FRA,431,411,20,Tourist,25.6
2022-08-04,JPN,ESP,185,148,37,Tourist,22.5
2022-08-04,FRA,GRC,206,196,10,Family,10.1
2022-08-05,NLD,POL,626,486,140,Business,14.5
2022-08-05,NLD,DEU,34,29,5,Tourist,3.6
2022-08-05,CHN,ROU,324,309,15,Family,17.7
2022-08-05,CHN,FRA,381,285,96,Family,21.2
2022-08-05,CHN,ARE,269,201,68,Transit,19.7
2022-08-05,AUS,GBR,38,35,3,Business,24.0
2022-08-05,IND,JOR,270,247,23,Business,7.2
2022-08-05,DEU,RUS,577,432,145,Family,23.0
2022-08-05,CAN,FRA,402,351,51,Family,5.8
2022-08-05,IND,CYP,263,222,41,Transit,22.7
2022-08-05,JPN,ITA,794,595,199,Tourist,17.3
2022-08-06,JPN,ROU,639,585,54,Transit,25.8
2022-08-06,FRA,PRT,424,393,31,Family,6.8
2022-08-06,USA,FRA,225,214,11,Family,10.0
2022-08-06,USA,PRT,520,485,35,Tourist,9.6
2022-08-06,FRA,NLD,619,516,103,Business,22.4
2022-08-06,GBR,EGY,324,300,24,Tourist,18.5
2022-08-06,NLD,TUR,142,126,16,Tourist,4.1
2022-08-07,USA,CYP,159,124,35,Transit,12.4
2022-08-07,CAN,TUR,676,656,20,Family,16.7
2022-08-07,DEU,EGY,424,351,73,Business,15.9
2022-08-07,AUS,UKR,127,118,9,Tourist,3.6
2022-08-07,IND,DEU,533,399,134,Family,20.4
2022-08-07,CHN,MDA,563,499,64,Family,7.3
2022-08-07,FRA,POL,626,585,41,Tourist,9.5
2022-08-07,GBR,GBR,471,368,103,Transit,27.1
2022-08-07,AUS,TUR,788,659,129,Transit,8.0
2022-08-07,AUS,JOR,230,211,19,Transit,14.9
2022-08-07,NLD,LBN,388,340,48,Tourist,25.4
2022-08-08,CHN,EGY,732,619,113,Family,4.0
2022-08-08,AUS,ARE,123,92,31,Tourist,24.9
2022-08-08,DEU,FRA,111,97,14,Transit,21.6
2022-08-08,USA,LBN,688,628,60,Tourist,12.1
2022-08-08,GBR,PRT,232,174,58,Transit,14.6
2022-08-08,FRA,ARE,281,213,68,Business,21.2
2022-08-08,CAN,GRC,643,613,30,Family,15.1
2022-08-08,IND,POL,659,596,63,Business,9.2
2022-08-08,GBR,USA,396,297,99,Tourist,8.8
2022-08-08,FRA,JOR,469,389,80,Transit,7.7
2022-08-08,IND,FRA,730,547,183,Business,15.3
2022-08-08,CAN,CYP,110,92,18,Business,22.2
2022-08-08,IND,LBN,797,702,95,Transit,16.5
2022-08-09,DEU,MDA,52,45,7,Business,20.6
2022-08-09,NLD,TUR,46,34,12,Tourist,3.2
2022-08-09,FRA,GRC,533,522,11,Tourist,21.2
2022-08-09,USA,PRT,473,463,10,Family,26.3
2022-08-09,GBR,PRT,458,343,115,Tourist,5.1
2022-08-09,GBR,UKR,674,593,81,Transit,22.7
2022-08-09,CHN,SAU,128,96,32,Business,18.0
2022-08-09,FRA,EGY,683,512,171,Family,21.8
