date,origin_country,destination_id,route,flights_count,seat_capacity,load_factor,avg_airfare,airline
2023-03-01,AUS,USA,AUS-USA,8,1392.0,0.45,363.61,DL
2023-03-01,CHN,EGY,CHN-EGY,3,525.0,0.5935,417.82,EK
2023-03-01,GBR,ROU,GBR-ROU,10,1450.0,0.6938,356.75,UA
2023-03-01,NLD,SAU,NLD-SAU,1,187.0,0.45,418.75,LH
2023-03-01,FRA,UKR,FRA-UKR,1,193.0,0.6613,232.14,BA
2023-03-01,FRA,PRT,FRA-PRT,4,560.0,0.7099,648.98,QR
2023-03-01,CHN,RUS,CHN-RUS,4,644.0,0.5923,279.95,LH
2023-03-01,AUS,GBR,AUS-GBR,11,1683.0,0.632,404.56,EK
2023-03-01,CHN,PRT,CHN-PRT,5,985.0,0.6461,475.32,KL
2023-03-01,GBR,SAU,GBR-SAU,5,930.0,0.5404,422.07,BA
2023-03-01,CAN,TUR,CAN-TUR,5,805.0,0.8662,490.74,QR
2023-03-01,NLD,ISR,NLD-ISR,9,1458.0,0.7781,277.39,QR
2023-03-01,IND,LBN,IND-LBN,10,1810.0,0.8012,228.29,EK
2023-03-01,CHN,CYP,CHN-CYP,4,688.0,0.45,325.7,UA
2023-03-01,CHN,JOR,CHN-JOR,10,1780.0,0.5336,498.55,LH
2023-03-02,GBR,PRT,GBR-PRT,10,1700.0,0.6821,393.0,EK
2023-03-02,JPN,DEU,JPN-DEU,5,995.0,0.5416,559.85,TK
2023-03-02,FRA,RUS,FRA-RUS,2,364.0,0.5058,201.09,TK
2023-03-02,DEU,PRT,DEU-PRT,2,290.0,0.6451,228.61,DL
2023-03-02,JPN,LBN,JPN-LBN,10,1760.0,0.699,577.03,DL
2023-03-02,NLD,RUS,NLD-RUS,11,2145.0,0.8854,483.25,AA
2023-03-02,JPN,RUS,JPN-RUS,8,1552.0,0.6915,236.57,KL
2023-03-02,USA,THA,USA-THA,1,160.0,0.8505,519.33,TK
2023-03-02,GBR,ARE,GBR-ARE,3,492.0,0.651,445.17,UA
2023-03-03,GBR,RUS,GBR-RUS,7,1022.0,0.45,524.82,BA
2023-03-03,JPN,ESP,JPN-ESP,7,1323.0,0.7601,207.52,EK
2023-03-03,CAN,GBR,CAN-GBR,5,735.0,0.5817,266.4,AF
2023-03-03,CAN,EGY,CAN-EGY,1,176.0,0.599,186.37,AF
2023-03-03,AUS,GRC,AUS-GRC,7,1344.0,0.8823,549.21,BA
2023-03-03,NLD,EGY,NLD-EGY,4,748.0,0.788,523.78,LH
2023-03-03,CAN,USA,CAN-USA,1,187.0,0.6989,290.8,QR
2023-03-03,IND,POL,IND-POL,2,314.0,0.45,288.96,UA
2023-03-03,CHN,CYP,CHN-CYP,1,169.0,0.4792,346.7,AA
2023-03-03,DEU,ISR,DEU-ISR,8,1584.0,0.6915,414.45,UA
2023-03-03,JPN,LBN,JPN-LBN,6,1188.0,0.8167,508.3,AF
2023-03-03,IND,TUR,IND-TUR,7,1169.0,0.45,452.13,EK
2023-03-03,CHN,DEU,CHN-DEU,10,1510.0,0.484,510.74,AF
2023-03-03,DEU,MDA,DEU-MDA,1,193.0,0.8941,558.58,LH
2023-03-03,CAN,UKR,CAN-UKR,2,288.0,0.6712,342.0,LH
2023-03-03,GBR,ITA,GBR-ITA,6,1032.0,0.7093,247.5,QR
2023-03-03,CAN,ITA,CAN-ITA,2,316.0,0.7414,220.83,LH
2023-03-03,FRA,MDA,FRA-MDA,5,935.0,0.7858,223.31,BA
2023-03-03,USA,GRC,USA-GRC,10,1830.0,0.6135,402.02,TK
2023-03-03,GBR,FRA,GBR-FRA,5,765.0,0.95,474.28,KL
2023-03-03,FRA,TUR,FRA-TUR,8,1352.0,0.8565,272.46,TK
2023-03-03,IND,UKR,IND-UKR,10,1640.0,0.935,363.07,AF
2023-03-03,FRA,LBN,FRA-LBN,9,1728.0,0.8288,401.0,KL
2023-03-03,NLD,POL,NLD-POL,3,564.0,0.6565,198.7,QR
2023-03-03,DEU,GRC,DEU-GRC,2,294.0,0.8824,352.03,AA
2023-03-03,AUS,LBN,AUS-LBN,10,1590.0,0.7278,405.65,TK
2023-03-04,IND,GRC,IND-GRC,5,910.0,0.8437,398.3,EK
2023-03-04,CAN,ROU,CAN-ROU,6,1038.0,0.7886,579.97,KL
2023-03-04,GBR,CYP,GBR-CYP,8,1560.0,0.8601,228.63,TK
2023-03-04,FRA,GBR,FRA-GBR,6,1182.0,0.8874,574.51,BA
2023-03-04,FRA,ITA,FRA-ITA,2,316.0,0.5521,389.29,TK
2023-03-04,JPN,TUR,JPN-TUR,7,1106.0,0.649,594.64,UA
2023-03-04,GBR,JOR,GBR-JOR,2,298.0,0.8575,370.33,DL
2023-03-04,FRA,THA,FRA-THA,4,624.0,0.713,385.88,UA
2023-03-04,IND,PRT,IND-PRT,7,1155.0,0.6291,382.56,AF
2023-03-04,FRA,THA,FRA-THA,1,172.0,0.45,477.82,BA
2023-03-04,IND,DEU,IND-DEU,11,1650.0,0.4731,216.61,QR
2023-03-04,JPN,CYP,JPN-CYP,3,531.0,0.6626,544.33,EK
2023-03-04,CHN,DEU,CHN-DEU,10,1830.0,0.6792,599.06,BA
2023-03-04,CAN,THA,CAN-THA,5,785.0,0.45,610.47,AF
2023-03-04,IND,NLD,IND-NLD,5,760.0,0.73,428.58,DL
2023-03-04,IND,PRT,IND-PRT,5,950.0,0.8477,323.28,EK
2023-03-04,NLD,LBN,NLD-LBN,8,1408.0,0.7794,605.16,LH
2023-03-04,GBR,ROU,GBR-ROU,1,146.0,0.6354,328.69,UA
2023-03-04,CAN,ISR,CAN-ISR,4,664.0,0.769,236.13,DL
2023-03-04,CAN,RUS,CAN-RUS,3,507.0,0.5747,396.14,TK
2023-03-04,USA,ISR,USA-ISR,6,864.0,0.8027,362.41,AA
2023-03-04,AUS,LBN,AUS-LBN,11,2134.0,0.45,403.89,AF
2023-03-04,FRA,ROU,FRA-ROU,4,724.0,0.45,404.12,TK
2023-03-04,JPN,MDA,JPN-MDA,3,567.0,0.786,394.93,AA
2023-03-04,GBR,ISR,GBR-ISR,6,966.0,0.45,278.87,QR
2023-03-04,AUS,ITA,AUS-ITA,8,1560.0,0.6201,548.96,QR
2023-03-05,FRA,EGY,FRA-EGY,2,306.0,0.5601,551.23,QR
2023-03-05,GBR,POL,GBR-POL,1,164.0,0.5841,276.12,UA
2023-03-05,GBR,GRC,GBR-GRC,11,1980.0,0.879,589.79,TK
2023-03-05,GBR,PRT,GBR-PRT,7,1141.0,0.4817,368.16,KL
2023-03-05,IND,EGY,IND-EGY,11,1749.0,0.5425,233.72,EK
2023-03-05,IND,CYP,IND-CYP,4,668.0,0.5088,500.54,EK
2023-03-05,CAN,UKR,CAN-UKR,7,1092.0,0.8117,330.54,AA
2023-03-05,NLD,LBN,NLD-LBN,4,592.0,0.7083,499.1,QR
2023-03-05,FRA,EGY,FRA-EGY,4,704.0,0.5296,478.99,AF
2023-03-05,FRA,FRA,FRA-FRA,4,632.0,0.4519,493.02,AA
2023-03-05,IND,RUS,IND-RUS,4,760.0,0.5778,368.55,AF
2023-03-05,DEU,PRT,DEU-PRT,10,1980.0,0.8244,256.54,UA
2023-03-05,USA,PRT,USA-PRT,5,800.0,0.9076,466.18,KL
2023-03-05,CHN,USA,CHN-USA,5,730.0,0.9489,492.02,KL
2023-03-05,CHN,ARE,CHN-ARE,8,1120.0,0.8174,545.04,TK
2023-03-05,CAN,DEU,CAN-DEU,2,330.0,0.7136,221.33,QR
2023-03-05,USA,POL,USA-POL,3,423.0,0.5166,497.11,AF
2023-03-05,GBR,SAU,GBR-SAU,11,2134.0,0.6605,379.62,AA
2023-03-05,JPN,ITA,JPN-ITA,10,1570.0,0.4928,458.87,UA
2023-03-05,JPN,JOR,JPN-JOR,1,175.0,0.6674,266.97,LH
2023-03-06,FRA,PRT,FRA-PRT,6,1194.0,0.45,541.85,QR
2023-03-06,DEU,ESP,DEU-ESP,9,1683.0,0.6202,217.92,LH
2023-03-06,USA,GBR,USA-GBR,1,170.0,0.6071,656.32,EK
2023-03-06,AUS,MDA,AUS-MDA,2,392.0,0.8932,279.82,DL
2023-03-06,JPN,JOR,JPN-JOR,3,504.0,0.7132,273.93,LH
2023-03-06,IND,MDA,IND-MDA,8,1584.0,0.923,245.59,QR
2023-03-06,CAN,UKR,CAN-UKR,5,760.0,0.5995,286.54,TK
2023-03-06,USA,DEU,USA-DEU,1,144.0,0.5755,196.99,QR
2023-03-06,JPN,UKR,JPN-UKR,7,1232.0,0.5971,231.01,EK
2023-03-06,CHN,ROU,CHN-ROU,9,1422.0,0.5769,525.86,EK
2023-03-06,NLD,PRT,NLD-PRT,6,1074.0,0.7081,278.49,AA
2023-03-06,FRA,POL,FRA-POL,10,1650.0,0.6938,281.47,DL
2023-03-06,CAN,MDA,CAN-MDA,8,1264.0,0.851,537.1,LH
2023-03-07,AUS,UKR,AUS-UKR,7,1190.0,0.6302,497.53,LH
2023-03-07,GBR,ROU,GBR-ROU,8,1560.0,0.874,401.8,BA
2023-03-07,JPN,SAU,JPN-SAU,1,183.0,0.5606,271.21,TK
2023-03-07,DEU,UKR,DEU-UKR,4,576.0,0.7905,311.52,BA
2023-03-07,CHN,ARE,CHN-ARE,8,1536.0,0.6053,675.67,BA
2023-03-07,NLD,LBN,NLD-LBN,10,1440.0,0.5154,616.05,EK
2023-03-07,IND,ROU,IND-ROU,3,567.0,0.6962,240.8,DL
2023-03-07,CHN,ISR,CHN-ISR,2,284.0,0.45,458.65,UA
2023-03-07,DEU,NLD,DEU-NLD,10,1800.0,0.6869,221.24,AF
2023-03-07,IND,RUS,IND-RUS,7,1386.0,0.7549,343.15,EK
2023-03-07,DEU,JOR,DEU-JOR,8,1304.0,0.7214,603.41,EK
2023-03-08,GBR,TUR,GBR-TUR,2,368.0,0.6036,238.14,QR
2023-03-08,CAN,GRC,CAN-GRC,7,1232.0,0.7681,454.69,BA
2023-03-08,DEU,FRA,DEU-FRA,5,735.0,0.6482,481.72,TK
2023-03-08,USA,LBN,USA-LBN,9,1368.0,0.8098,353.75,DL
2023-03-08,USA,JOR,USA-JOR,2,334.0,0.95,373.07,QR
2023-03-08,CHN,POL,CHN-POL,11,2057.0,0.6976,490.45,KL
2023-03-08,GBR,GRC,GBR-GRC,1,173.0,0.5935,506.64,KL
2023-03-08,DEU,FRA,DEU-FRA,11,1540.0,0.8444,397.46,QR
2023-03-08,IND,THA,IND-THA,11,2068.0,0.654,332.23,QR
2023-03-08,GBR,ARE,GBR-ARE,5,785.0,0.687,485.5,DL
2023-03-08,IND,POL,IND-POL,6,996.0,0.9045,271.17,EK
2023-03-08,FRA,THA,FRA-THA,5,740.0,0.9108,420.58,UA
2023-03-08,DEU,JOR,DEU-JOR,5,965.0,0.5811,534.71,LH
2023-03-08,JPN,ITA,JPN-ITA,10,1910.0,0.745,420.36,DL
2023-03-08,NLD,RUS,NLD-RUS,10,1790.0,0.8712,550.08,QR
2023-03-08,CAN,ROU,CAN-ROU,8,1552.0,0.5412,607.99,LH
2023-03-08,USA,RUS,USA-RUS,8,1400.0,0.9373,572.65,AA
2023-03-08,CAN,TUR,CAN-TUR,1,170.0,0.7932,497.18,AF
2023-03-08,NLD,DEU,NLD-DEU,3,483.0,0.678,578.88,TK
2023-03-08,GBR,UKR,GBR-UKR,9,1692.0,0.575,371.69,BA
2023-03-08,FRA,UKR,FRA-UKR,10,1580.0,0.6214,213.35,LH
2023-03-08,GBR,ISR,GBR-ISR,3,432.0,0.6278,274.7,EK
2023-03-08,DEU,FRA,DEU-FRA,9,1278.0,0.6592,486.94,EK
2023-03-08,IND,ARE,IND-ARE,4,588.0,0.6068,208.51,KL
2023-03-08,CAN,UKR,CAN-UKR,2,316.0,0.7583,287.01,AF
2023-03-09,USA,USA,USA-USA,8,1312.0,0.6199,263.54,KL
2023-03-09,FRA,POL,FRA-POL,3,492.0,0.8216,266.01,EK
2023-03-09,FRA,UKR,FRA-UKR,2,290.0,0.7378,222.35,DL
2023-03-09,GBR,UKR,GBR-UKR,8,1392.0,0.6733,442.77,BA
2023-03-09,USA,LBN,USA-LBN,11,1870.0,0.5876,372.29,BA
2023-03-09,DEU,ESP,DEU-ESP,8,1144.0,0.45,206.76,BA
2023-03-09,GBR,CYP,GBR-CYP,8,1304.0,0.671,215.59,DL
2023-03-09,JPN,THA,JPN-THA,6,984.0,0.5059,662.17,QR
2023-03-09,NLD,GBR,NLD-GBR,3,432.0,0.6343,310.33,AF
2023-03-09,NLD,ITA,NLD-ITA,9,1782.0,0.7805,352.0,AA
2023-03-10,AUS,FRA,AUS-FRA,7,1064.0,0.7454,510.29,TK
2023-03-10,USA,GBR,USA-GBR,4,656.0,0.766,648.93,QR
2023-03-10,DEU,RUS,DEU-RUS,8,1440.0,0.7323,216.9,TK
2023-03-10,NLD,GRC,NLD-GRC,9,1494.0,0.6447,637.95,BA
2023-03-10,CHN,NLD,CHN-NLD,9,1791.0,0.6932,230.02,KL
2023-03-10,CHN,ITA,CHN-ITA,5,750.0,0.5197,599.06,QR
2023-03-10,IND,ISR,IND-ISR,4,764.0,0.5818,606.02,KL
2023-03-10,FRA,GBR,FRA-GBR,3,552.0,0.7236,503.15,EK
2023-03-10,AUS,PRT,AUS-PRT,6,1026.0,0.8943,578.05,BA
2023-03-11,JPN,SAU,JPN-SAU,4,580.0,0.7037,283.9,AF
2023-03-11,GBR,MDA,GBR-MDA,9,1782.0,0.7718,557.58,QR
2023-03-11,USA,ITA,USA-ITA,4,632.0,0.8223,479.49,QR
2023-03-11,FRA,GRC,FRA-GRC,9,1530.0,0.73,555.05,AA
2023-03-11,NLD,ROU,NLD-ROU,6,918.0,0.5952,510.95,LH
2023-03-11,USA,CYP,USA-CYP,1,161.0,0.7159,445.49,BA
2023-03-11,CAN,PRT,CAN-PRT,9,1386.0,0.6228,226.33,AF
2023-03-11,GBR,CYP,GBR-CYP,7,1246.0,0.7632,194.57,BA
2023-03-11,USA,TUR,USA-TUR,10,1580.0,0.7964,191.62,QR
2023-03-11,USA,LBN,USA-LBN,10,1920.0,0.7864,359.4,EK
2023-03-11,AUS,GBR,AUS-GBR,6,990.0,0.4997,388.28,BA
2023-03-11,USA,JOR,USA-JOR,3,528.0,0.6692,359.16,BA
2023-03-11,IND,SAU,IND-SAU,2,378.0,0.7544,277.25,DL
2023-03-12,AUS,CYP,AUS-CYP,5,960.0,0.7028,609.0,LH
2023-03-12,USA,GRC,USA-GRC,3,543.0,0.45,446.5,KL
2023-03-12,USA,ITA,USA-ITA,4,616.0,0.7218,475.4,QR
2023-03-12,NLD,NLD,NLD-NLD,9,1512.0,0.8677,260.4,KL
2023-03-12,GBR,RUS,GBR-RUS,4,580.0,0.6932,550.9,EK
2023-03-12,AUS,USA,AUS-USA,6,1164.0,0.7194,325.02,DL
2023-03-12,CAN,TUR,CAN-TUR,10,1820.0,0.7096,508.9,BA
2023-03-12,DEU,JOR,DEU-JOR,10,1550.0,0.6274,566.34,AF
2023-03-12,FRA,SAU,FRA-SAU,10,1710.0,0.8012,598.54,TK
2023-03-12,JPN,ISR,JPN-ISR,7,1260.0,0.7088,421.42,TK
2023-03-12,GBR,MDA,GBR-MDA,6,912.0,0.6598,518.74,TK
2023-03-12,CAN,PRT,CAN-PRT,5,780.0,0.7887,238.33,AA
2023-03-12,IND,ITA,IND-ITA,9,1296.0,0.6599,560.58,QR
2023-03-12,JPN,CYP,JPN-CYP,9,1620.0,0.8294,548.53,AF
2023-03-12,GBR,ITA,GBR-ITA,7,1127.0,0.9275,260.78,AF
2023-03-12,USA,PRT,USA-PRT,4,672.0,0.7875,420.81,AA
2023-03-12,JPN,ARE,JPN-ARE,8,1248.0,0.761,366.91,AA
2023-03-12,AUS,TUR,AUS-TUR,2,330.0,0.6079,345.69,LH
2023-03-12,FRA,SAU,FRA-SAU,2,396.0,0.7861,636.97,BA
2023-03-13,CHN,EGY,CHN-EGY,1,153.0,0.7304,439.33,TK
2023-03-13,CAN,ITA,CAN-ITA,7,1309.0,0.7508,240.31,LH
2023-03-13,IND,LBN,IND-LBN,5,735.0,0.8837,203.54,UA
2023-03-13,DEU,GBR,DEU-GBR,4,732.0,0.8364,197.75,KL
2023-03-13,AUS,DEU,AUS-DEU,1,148.0,0.4808,380.21,TK
2023-03-13,USA,EGY,USA-EGY,8,1256.0,0.842,532.44,KL
2023-03-13,CAN,RUS,CAN-RUS,5,890.0,0.6214,400.24,AA
2023-03-13,DEU,NLD,DEU-NLD,10,1930.0,0.5364,208.1,AF
2023-03-13,IND,FRA,IND-FRA,7,1099.0,0.6261,316.85,QR
2023-03-13,CHN,ROU,CHN-ROU,2,332.0,0.6613,496.69,KL
2023-03-13,IND,ITA,IND-ITA,11,2112.0,0.6557,685.4,AA
2023-03-13,GBR,ESP,GBR-ESP,2,292.0,0.4751,467.27,EK
2023-03-13,GBR,THA,GBR-THA,6,1116.0,0.8893,480.74,AF
2023-03-13,NLD,ARE,NLD-ARE,8,1384.0,0.5584,301.82,QR
2023-03-14,NLD,FRA,NLD-FRA,8,1520.0,0.7839,337.36,AA
2023-03-14,DEU,POL,DEU-POL,4,784.0,0.9336,375.21,EK
2023-03-14,CAN,FRA,CAN-FRA,7,1064.0,0.6075,651.59,UA
2023-03-14,AUS,ISR,AUS-ISR,7,1344.0,0.677,316.78,BA
2023-03-14,CAN,ESP,CAN-ESP,2,352.0,0.8108,269.66,QR
2023-03-14,JPN,SAU,JPN-SAU,2,296.0,0.552,250.64,KL
2023-03-14,CHN,SAU,CHN-SAU,2,392.0,0.45,409.04,EK
2023-03-14,USA,ARE,USA-ARE,8,1560.0,0.6181,492.29,LH
2023-03-14,CHN,ROU,CHN-ROU,4,744.0,0.7248,579.55,QR
2023-03-14,JPN,ROU,JPN-ROU,11,2013.0,0.5689,423.63,AA
2023-03-14,CHN,TUR,CHN-TUR,7,1029.0,0.8013,378.22,AF
2023-03-14,IND,NLD,IND-NLD,3,423.0,0.6229,474.24,LH
2023-03-14,NLD,UKR,NLD-UKR,4,744.0,0.7816,331.86,EK
2023-03-14,USA,ISR,USA-ISR,8,1152.0,0.45,335.99,LH
2023-03-14,GBR,ESP,GBR-ESP,9,1512.0,0.8527,542.89,KL
2023-03-14,CHN,CYP,CHN-CYP,3,552.0,0.8069,353.8,DL
2023-03-14,FRA,PRT,FRA-PRT,4,760.0,0.6055,650.36,KL
2023-03-14,NLD,THA,NLD-THA,2,298.0,0.6188,410.04,KL
2023-03-14,USA,MDA,USA-MDA,10,1710.0,0.7379,431.05,TK
2023-03-14,CHN,DEU,CHN-DEU,10,1470.0,0.6711,651.37,LH
2023-03-14,GBR,RUS,GBR-RUS,3,495.0,0.5243,549.51,LH
2023-03-14,USA,SAU,USA-SAU,11,1804.0,0.8297,316.49,AA
2023-03-14,JPN,POL,JPN-POL,1,189.0,0.6645,476.81,EK
2023-03-14,NLD,SAU,NLD-SAU,6,1038.0,0.6759,345.01,LH
2023-03-14,IND,SAU,IND-SAU,10,1610.0,0.5072,232.38,QR
2023-03-15,AUS,ISR,AUS-ISR,10,1760.0,0.8578,324.11,QR
2023-03-15,CHN,USA,CHN-USA,1,185.0,0.7138,523.97,KL
2023-03-15,DEU,UKR,DEU-UKR,6,936.0,0.8861,402.28,QR
2023-03-15,CHN,GBR,CHN-GBR,7,1211.0,0.7151,469.36,AF
2023-03-15,AUS,MDA,AUS-MDA,10,1830.0,0.7291,267.59,DL
2023-03-15,NLD,LBN,NLD-LBN,1,174.0,0.8064,495.16,AA
2023-03-15,JPN,POL,JPN-POL,7,1365.0,0.7778,401.53,AF
2023-03-15,FRA,LBN,FRA-LBN,4,648.0,0.8389,335.53,KL
2023-03-15,IND,FRA,IND-FRA,8,1576.0,0.45,361.94,LH
2023-03-15,USA,NLD,USA-NLD,2,356.0,0.45,539.78,AF
2023-03-15,CAN,ITA,CAN-ITA,6,1068.0,0.4641,208.82,QR
2023-03-15,CAN,ROU,CAN-ROU,10,1780.0,0.7091,597.5,EK
2023-03-15,USA,POL,USA-POL,1,150.0,0.7272,573.31,UA
2023-03-15,USA,LBN,USA-LBN,4,668.0,0.6987,413.2,AA
2023-03-15,CAN,TUR,CAN-TUR,10,1830.0,0.5137,480.38,KL
2023-03-15,FRA,TUR,FRA-TUR,9,1791.0,0.765,244.77,EK
2023-03-15,NLD,CYP,NLD-CYP,3,555.0,0.6167,398.59,AF
2023-03-15,FRA,NLD,FRA-NLD,8,1512.0,0.45,560.67,LH
2023-03-15,JPN,JOR,JPN-JOR,3,585.0,0.552,266.43,DL
2023-03-15,JPN,ROU,JPN-ROU,6,846.0,0.45,382.37,LH
2023-03-16,NLD,ITA,NLD-ITA,11,1738.0,0.7128,350.9,TK
2023-03-16,FRA,GRC,FRA-GRC,10,1740.0,0.7624,471.92,AA
2023-03-16,JPN,EGY,JPN-EGY,11,2156.0,0.5085,442.53,TK
2023-03-16,USA,NLD,USA-NLD,5,825.0,0.7858,567.8,TK
2023-03-16,AUS,USA,AUS-USA,2,304.0,0.9064,298.22,UA
2023-03-16,GBR,EGY,GBR-EGY,1,153.0,0.508,329.79,DL
2023-03-16,CHN,SAU,CHN-SAU,9,1476.0,0.4694,388.46,AF
2023-03-16,CAN,MDA,CAN-MDA,9,1521.0,0.5796,560.9,EK
2023-03-16,USA,ARE,USA-ARE,1,167.0,0.8002,584.06,KL
2023-03-16,JPN,RUS,JPN-RUS,4,672.0,0.6394,239.88,AA
2023-03-16,AUS,DEU,AUS-DEU,8,1272.0,0.8706,349.23,TK
2023-03-16,CHN,UKR,CHN-UKR,7,1162.0,0.6902,254.09,AA
2023-03-16,JPN,EGY,JPN-EGY,5,910.0,0.7228,454.82,BA
2023-03-16,IND,ISR,IND-ISR,4,580.0,0.6231,486.48,LH
2023-03-16,CAN,MDA,CAN-MDA,8,1176.0,0.45,578.08,BA
2023-03-16,JPN,UKR,JPN-UKR,1,173.0,0.7153,214.03,LH
2023-03-17,GBR,UKR,GBR-UKR,1,161.0,0.7702,341.14,DL
2023-03-17,DEU,DEU,DEU-DEU,8,1400.0,0.544,409.0,TK
2023-03-17,FRA,POL,FRA-POL,9,1458.0,0.7266,223.38,EK
2023-03-17,AUS,NLD,AUS-NLD,2,386.0,0.771,541.6,BA
2023-03-17,CAN,GBR,CAN-GBR,9,1611.0,0.45,250.46,LH
2023-03-17,JPN,DEU,JPN-DEU,2,334.0,0.6736,547.35,KL
2023-03-17,CHN,THA,CHN-THA,9,1737.0,0.45,435.92,BA
2023-03-17,CAN,SAU,CAN-SAU,1,177.0,0.7945,451.46,AA
2023-03-17,GBR,UKR,GBR-UKR,2,334.0,0.6968,397.42,UA
2023-03-17,CAN,GRC,CAN-GRC,1,164.0,0.7575,456.84,DL
2023-03-17,AUS,ITA,AUS-ITA,1,161.0,0.5605,455.1,AF
2023-03-17,FRA,USA,FRA-USA,5,855.0,0.8064,309.59,EK
2023-03-17,DEU,SAU,DEU-SAU,9,1755.0,0.7317,397.32,KL
2023-03-17,GBR,ROU,GBR-ROU,2,368.0,0.8094,360.99,QR
2023-03-17,JPN,PRT,JPN-PRT,10,1590.0,0.7153,339.43,QR
2023-03-17,DEU,DEU,DEU-DEU,9,1521.0,0.7532,536.41,UA
2023-03-17,AUS,EGY,AUS-EGY,4,684.0,0.4682,328.65,DL
2023-03-17,FRA,CYP,FRA-CYP,7,1267.0,0.6405,418.46,AA
2023-03-18,FRA,GRC,FRA-GRC,11,1914.0,0.4768,561.22,BA
2023-03-18,JPN,MDA,JPN-MDA,5,895.0,0.6313,457.05,UA
2023-03-18,AUS,ESP,AUS-ESP,2,334.0,0.45,659.8,DL
2023-03-18,USA,UKR,USA-UKR,9,1476.0,0.8513,480.25,AA
2023-03-18,NLD,SAU,NLD-SAU,2,370.0,0.7891,370.8,TK
2023-03-18,FRA,LBN,FRA-LBN,1,176.0,0.5667,412.8,BA
2023-03-18,GBR,NLD,GBR-NLD,1,145.0,0.7571,532.53,QR
2023-03-18,GBR,NLD,GBR-NLD,8,1552.0,0.6724,477.82,BA
2023-03-18,FRA,UKR,FRA-UKR,2,326.0,0.6927,207.2,DL
2023-03-18,IND,JOR,IND-JOR,2,360.0,0.7486,218.08,BA
2023-03-18,USA,ISR,USA-ISR,5,960.0,0.8184,358.09,QR
2023-03-18,FRA,GRC,FRA-GRC,1,141.0,0.7007,492.69,LH
2023-03-18,GBR,EGY,GBR-EGY,3,483.0,0.9341,375.71,TK
2023-03-18,NLD,CYP,NLD-CYP,8,1232.0,0.6731,373.92,AF
2023-03-18,NLD,TUR,NLD-TUR,3,501.0,0.8697,289.25,TK
2023-03-18,NLD,ARE,NLD-ARE,8,1208.0,0.7976,284.27,EK
2023-03-18,CHN,NLD,CHN-NLD,6,1020.0,0.8049,240.7,DL
2023-03-18,NLD,UKR,NLD-UKR,5,865.0,0.5789,333.67,AA
2023-03-18,DEU,GBR,DEU-GBR,5,795.0,0.8777,214.39,LH
2023-03-18,JPN,DEU,JPN-DEU,3,540.0,0.6988,511.97,KL
2023-03-18,DEU,ESP,DEU-ESP,4,680.0,0.7636,223.55,BA
2023-03-18,IND,PRT,IND-PRT,6,1146.0,0.7565,361.9,QR
2023-03-18,IND,FRA,IND-FRA,5,775.0,0.6298,321.21,DL
2023-03-18,GBR,CYP,GBR-CYP,6,930.0,0.8075,217.11,UA
2023-03-18,FRA,UKR,FRA-UKR,6,1170.0,0.724,187.71,LH
2023-03-19,USA,EGY,USA-EGY,11,1749.0,0.5017,622.34,AA
2023-03-19,NLD,EGY,NLD-EGY,4,776.0,0.45,471.35,KL
2023-03-19,USA,SAU,USA-SAU,6,972.0,0.7783,325.62,AF
2023-03-19,IND,DEU,IND-DEU,3,579.0,0.6624,227.1,BA
2023-03-19,GBR,POL,GBR-POL,5,965.0,0.8138,273.94,TK
2023-03-19,USA,FRA,USA-FRA,4,784.0,0.7385,258.85,QR
2023-03-19,USA,CYP,USA-CYP,3,588.0,0.8147,440.82,QR
2023-03-19,AUS,ISR,AUS-ISR,1,147.0,0.813,375.36,LH
2023-03-19,JPN,CYP,JPN-CYP,5,800.0,0.7335,539.13,DL
2023-03-19,USA,TUR,USA-TUR,11,2002.0,0.6471,190.66,BA
2023-03-19,USA,MDA,USA-MDA,9,1683.0,0.6805,395.78,QR
2023-03-19,FRA,ISR,FRA-ISR,9,1701.0,0.45,298.83,KL
2023-03-19,USA,DEU,USA-DEU,5,990.0,0.682,210.56,LH
2023-03-19,AUS,ROU,AUS-ROU,7,1288.0,0.917,234.83,BA
2023-03-19,NLD,ESP,NLD-ESP,2,382.0,0.8188,650.53,TK
2023-03-19,USA,FRA,USA-FRA,11,2013.0,0.5503,257.18,DL
2023-03-19,IND,GRC,IND-GRC,6,1056.0,0.657,401.82,UA
2023-03-19,GBR,NLD,GBR-NLD,8,1440.0,0.8839,479.65,QR
2023-03-19,GBR,ARE,GBR-ARE,2,292.0,0.871,483.31,BA
2023-03-19,FRA,ROU,FRA-ROU,3,420.0,0.7674,391.55,TK
2023-03-19,NLD,POL,NLD-POL,1,146.0,0.45,190.75,LH
2023-03-19,JPN,THA,JPN-THA,1,170.0,0.7191,539.03,TK
2023-03-19,JPN,GRC,JPN-GRC,5,800.0,0.7872,537.18,QR
2023-03-20,NLD,LBN,NLD-LBN,10,1410.0,0.6784,476.59,DL
2023-03-20,DEU,ISR,DEU-ISR,11,2145.0,0.5314,431.93,QR
2023-03-20,JPN,DEU,JPN-DEU,8,1144.0,0.8661,509.06,KL
2023-03-20,USA,ROU,USA-ROU,5,855.0,0.8179,430.76,QR
2023-03-20,JPN,MDA,JPN-MDA,8,1240.0,0.5795,418.64,DL
2023-03-20,JPN,DEU,JPN-DEU,5,715.0,0.6924,510.76,QR
